description,date,title,name_medio,scope_medio
"Ocurrió en el paraje Los Algarrobos Norte, sobre del kilómetro 14 de la ruta 34. El sujeto aprehendido fue puesto a disposición de la Justicia.",2020-10-03,Detuvieron al presunto autor de uno de los incendios en Córdoba,La Voz,Provincial
"CÓRDOBA.– Los bomberos de Córdoba, junto a brigadistas enviados por la Nación, efectivos de Santa Fe y Entre Ríos –suman 520 en línea de fuego– y aviones hidrantes y helicópteros continúan luchando contra las llamas en diferentes focos en esta provincia. Entre 95.000 y 100.000 hectáreas sería la superficie golpeada en Córdoba en lo que va del año. También continúa la alerta en la vecina San Luis, donde todavía no hay una estimación de hectáreas dañadas.",2020-10-03,Siguen los incendios en Córdoba y San Luis,La Nación,Nacional
"Se trata asistencia personal y fondos para la reconstrucción de viviendas y de capital y trabajo.
                                                                                                                                    En el marco de las acciones destinadas a la remediación social, productiva y ambiental, la Provincia ya entregó 67 millones de pesos en asistencia a las personas afectadas por los incendios.",2020-10-03,Incendios: Provincia ya entregó 67 millones de pesos en asistencia,La Voz,Provincial
"Los principales trabajos se concentran en Cruz de Caña, en el departamento Cruz del Eje. Sin embargo, hay otros puntos calientes en la provincia.",2020-10-03,Incendios: las ráfagas no cesan y se desarrolla otra jornada complicada en Córdoba,La Voz,Provincial
"En las últimas horas, en Resistencia se registró un hecho que grafica la gravedad de los incendios que afectan a varias provincias de la Argentina: un aguará guazú (chrysocyon brachyurus) fue encontrado fuera de un shopping, luego de que el fuego destruyera su hábitat.",2020-10-03,"Video: por los incendios, apareció un aguará guazú en un shopping de Chaco",La Nación,Nacional
"Según el último reporte oficial del SNMF, once provincias del centro y norte del país registran ""focos activos"" y son 13 las que continuaban afectadas por los incendios forestales.<br />
",2020-10-03,El Gobierno asiste con aviones y brigadistas a distintas provincias para contener incendios,Télam,Nacional
"Brigadistas y guardaparques se trasladaron al límite de las dos provincias para colaborar con el combate del fuego. 
                                                                                                                                                Al combate del fuego en Córdoba y San Luis se sumaron este sábado brigadistas y guardaparques de Mendoza, quienes se trasladaron este sábado hasta la localidad de Papagayos –ubicada en San Luis, en el límite con Córdoba-, informaron fuentes oficiales.",2020-10-03,Bomberos de Mendoza se suman al combate de incendios en Córdoba y San Luis,La Voz,Provincial
"Los principales trabajos se concentran en Cruz de Caña, en el departamento Cruz del Eje. Sin embargo, hay otros puntos calientes en la provincia.",2020-10-03,Incendios: las ráfagas cesan y se desarrolla otra jornada complicada en Córdoba,La Voz,Provincial
"Los principales trabajos se concentran en Cruz de Caña, en el departamento Cruz del Eje. Sin embargo, hay otros puntos calientes en la provincia.",2020-10-03,Incendios: las ráfagas no cesaron en toda la madrugada y se espera otra jornada complicada en Córdoba,La Voz,Provincial
"Los incendios están afectando a la ciudad capital, a Juana Koslay, distante 15 kilómetros de San Luis, y a Papagayos, Villa del Carmen, El Morro y Villa Larca, en las zonas norte y noreste de la provincia.<br />",2020-10-03,San Luis: numerosos focos de incendio aún sin control,Télam,Nacional
Los bomberos llevan casi dos semanas combatiendo el fuego. El foco en el departamento Cruz del Eje es el más complicado. Son más de 100 los brigadistas de otras provincias que colaboran desde hoy.,2020-10-03,"12 días con frentes descontrolados por los incendios, Córdoba en alerta roja",La Voz,Provincial
"La planta está en las afueras de Villa María. No se reportaron heridos. 
                                                            Bomberos voluntarios combatieron durante la tarde del viernes un incendio desatado dentro de una planta de bioetanol de ACA Bio, en la ciudad de Villa María.",2020-10-03,"Incendio en ACA Bio, la fábrica de bioetanol más grande de Argentina",La Voz,Provincial
El ministro de Ambiente de la Nación vino a Córdoba este viernes. Un día antes había dado a entender que el Gobierno provincial pidió tarde los refuerzos para combatir las llamas. El diputado Eduardo Fernández le apuntó directamente al gobernador Schiaretti. Massei fue mesurado en la respuesta oficial del Centro Cívico.,2020-10-03,La pelea política asomó también en los incendios,La Voz,Provincial
"Hay apenas dos detenidos y 10 imputados. Dos funcionarios, uno de Epec y otro una cooperativa, entre los acusados por el mal mantenimiento de tendidos.",2020-10-02,Investigan el origen de 19 incendios de esta temporada,La Voz,Provincial
Es el materno infantil de la capital provincial. El fuego había llegado hasta el estacionamiento. Trasladaron a todos los pacientes y no hubo heridos,2020-10-02,Por los incendios tuvieron que evacuar un hospital en San Luis,Clarín,Nacional
"Personal de ese nosocomio aseguró que los pacientes fueron trasladados en ambulancias y trabajaban para proteger los insumos del fuego.
                                                                                                                            Autoridades sanitarias de la Maternidad “Teresita Baigorria”, en San Luis, evacuaron por precacución ese centro de salud y trasladaron a los pacientes a raíz de los incendios que llegaron muy cerca de las instalaciones.",2020-10-02,"Incendios: por prevención, evacuaron la Maternidad de San Luis",La Voz,Provincial
El foco se inició a las 15 horas y ya fue controlado. Fotos: Gentileza,2020-10-02,"En fotos: el incendio en ACA Bio, la planta de etanol de Villa María",La Voz,Provincial
El foco que se desplazó hacia el departamento de Cruz del Eje es el más crítico del viernes. Protesta en Córdoba capital en reclamo de acciones por los incendios.,2020-10-02,Córdoba activó el alerta roja por incendios: se sumarán bomberos de Entre Ríos y Santa Fe,La Voz,Provincial
"Los incendios forestales que se registran en el territorio de la provincia de San Luis continúan con focos activos, mientras que la acción del viento que registra más de 50 kilómetros por hora no permite la intervención del avión hidrante, por lo que bomberos y brigadistas se ven expuestos a redoblar el esfuerzo para contener los distintos frentes de fuego que amenazan zonas urbanas cercanas a esta capital. Las llamas continúan su paso y obligaron a que se deba evacuar, en forma preventiva, una maternidad.",2020-10-02,San Luis: evacúan una maternidad por el avance de los incendios forestales,La Nación,Nacional
El fuego en la planta cordobesa se originó a partir de una chispa de un soldador que estaba trabajando en la ampliación de una obra.,2020-10-02,Impresionante incendio en una fábrica de combustible en Villa María,Clarín,Nacional
"El foco está en Acabio, una planta de bioetanol. No se reportaron heridos hasta el momento. 
            Bomberos voluntarios combaten durante la tarde del viernes un incendio desatado dentro de una fábrica de bioetanol en la ciudad de Villa María.",2020-10-02,Bomberos combaten un incendio en una fábrica de Villa María ,La Voz,Provincial
"El dato se desprende de un informe del Servicio Nacional del Manejo del Fuego (SNMF).
                                                                        11 provincias del centro y norte del país registran ""focos activos"" de incendios, según un informe que difundió este viernes el Servicio Nacional del Manejo del Fuego (SNMF).",2020-10-02,Córdoba y otras 10 provincias con “focos activos” de incendios,La Voz,Provincial
"Es por los focos iniciados en La Mundana y Echanique. Se investiga si hubo falta de mantenimiento en los tendidos eléctricos.
                                                                    La fiscal de Traslasierra Analía Gallarato imputó en las últimas horas al presidente de la Cooperativa Eléctrica de Salsacate, Juan Torres, por “incendio culposo” a raíz de los focos iniciados en las localidades de La Mundana y Echanique.",2020-10-02,Incendios en Córdoba: imputaron al presidente de la cooperativa eléctrica de Salsacate,La Voz,Provincial
"En Capital, la intervención se llevó a cabo frente al Patio Olmos. También hubo protestas en localidades serranas.",2020-10-02,"""Jornada por el monte"", manifestantes reclamaron acciones contra los incendios en Córdoba",La Voz,Provincial
Hace dos días que ráfagas a más de 50 kilómetros por horas impiden la acción de aviones hidrantes.,2020-10-02,"San Luis, otra provincia que sufre los incendios: fuego cerca de la capital y pedido de auxilio a la Nación",Clarín,Nacional
Aparecieron luego de que se anunciara que la situación estaba controlada.,2020-10-07,Alerta en Córdoba: se reactivaron dos nuevos incendios en el Valle de Punilla y en San Javier,Clarín,Nacional
"Tres bomberos tuvieron que ser asistidos en la zona de La Paz al ser rodeados por el fuego.
        Después de dos semanas, la lucha contra los incendios continúa en la provincia de Córdoba.",2020-10-07,Incendios en Calamuchita y Traslasierra en una nueva jornada caliente,La Voz,Provincial
"Luego de una mañana de cierta tranquilidad en la que se realizaban las guardias de cenizas en los siniestros del sur provincial, en cercanías de Achiras y en el noroeste, donde el fuego fue controlado, los dos nuevos focos generaron la intervención de varias dotaciones de bomberos.",2020-10-07,Dos nuevos incendios se declararon en diferentes puntos de Córdoba,Télam,Nacional
"Bomberos realizan guardias de cenizas en otros puntos de la provincia. Además, otros cuarteles combaten un incendio en un campo ubicado entre Laguna Larga y Manfredi.",2020-10-07,Incendios: combaten dos focos en Alpa Corral y Traslasierra,La Voz,Provincial
"El Servicio Nacional de Manejo del Fuego indicó en su reporte diario que los &amp;ldquo;focos activos&amp;rdquo; de fuego persisten en las provincias de Córdoba, Jujuy, Tucumán, Salta y Catamarca, por lo que ya son diez las jurisdicciones afectadas por incendios forestales en el país.",2020-10-07,Diez provincias continúan afectadas por los incendios forestales y hay focos activos en cinco,Télam,Nacional
"Se desató este miércoles en la localidad de Luyaba. Aviones hidrantes y más de 50 bomberos trabajan en la zona.
                                                Dos aviones hidrantes, varios vehículos y más de 50 bomberos voluntarios de siete cuarteles de Traslasierra trabajan intensamente en torno a un incendio desatado en la mañana del miércoles al oeste de la localidad de Luyaba, al sur de ese valle.",2020-10-07,Bomberos trabajan en un incendio en el Valle de Traslasierra,La Voz,Provincial
"Los frntes se ubican en Traslasierra y en Alpa Corral. Bomberos realizan guardias de cenizas en otros puntos de la provincia.
            Luego de dos semanas de trabajo incansable contra los incendios, este miércoles arrancó sin focos activos en Córdoba, aunque persisten algunos puntos calientes en distintas regiones de la provincia, donde bomberos realizan guardias de cenizas.",2020-10-07,"Incendios: persisten algunos ""puntos calientes"" y combaten dos focos en Córdoba",La Voz,Provincial
"Los frentes se ubican en Traslasierra y en Alpa Corral. Bomberos realizan guardias de cenizas en otros puntos de la provincia.
        Sigue la lucha contra los incendios. Luego de dos semanas de trabajo incansable, este miércoles arrancó sin focos activos en Córdoba, aunque luego se informó que persisten algunos puntos calientes en distintas regiones de la provincia.",2020-10-07,"Incendios: combaten dos focos y persisten algunos ""puntos calientes"" en Córdoba",La Voz,Provincial
"El colectivo Arde Córdoba convoca a una acción colectiva en distintas ciudades: viralizar las imágenes de los bosques quemados. Invitan a la ciudadanía a proyectar de manera simultánea registros del desastre ecológico. Mañana, a las 20.",2020-10-07,"""Proyectorazo"" para denunciar la catástrofe ambiental por los incendios",La Voz,Provincial
"CÓRDOBA.- ""Se quemó todo; no quedaron pastos, ni alambrado. Nada. Animales se quemaron algunos, la mayoría se salvó porque los alcanzamos a encerrar, pero no tienen nada para comer. Necesitamos forraje, alimento"", cuenta Carlos Guzmán, desde su campo en Characato, al pie de la Pampa de Olaén, a 130 kilómetros de la ciudad de Córdoba. La zona es una de las más golpeadas por los incendios que este año azotan la provincia. Sus animales, como los de sus vecinos y los de todas las zonas afectadas por las llamas, sufren falta de alimento y estrés por el cambio ambiental.",2020-10-07,Incendios en Córdoba: Los animales se quedan sin alimentos en un paisaje arrasado de ceniza y piedra,La Nación,Nacional
"La fiscal de Dean Funes imputó a los detenidos por los delitos de ""incendio calificado y entorpecimiento funcional"".",2020-10-07,Prisión preventiva para dos personas acusadas de provocar incendios en Córdoba,Clarín,Nacional
"El fuego intencional afectó miles de hectáreas. La imputación es por incendio calificado y entorpecimiento funcional, ya que intentaron ocultar pruebas.",2020-10-07,Deán Funes: dictaron prisión preventiva para dos imputados por causar un incendio,La Voz,Provincial
"El argumento de la Casa Rosada es que no se puede hacer un acto en medio de los incendios. También hay cuestiones políticas.
                    Luego de algunas idas y vueltas, el presidente Alberto Fernández postergó para más adelante la visita a Córdoba que se iba a concretar ayer y que se pospuso sin fecha.",2020-10-07,Las idas y vueltas por la visita del Presidente a Córdoba,La Voz,Provincial
Así lo informó el gobernador Alberto Rodríguez Saá y remarcó que todos los incendios en la provincia fueron iniciados de manera intencional.,2020-10-07,Casi 100 mil hectáreas fueron arrasadas en San Luis por los incendios forestales,Télam,Nacional
"Un video viralizado por Twitter muestra como un grupo de bomberos rescató a una compañera sin equipo para accidentes. 
                                                                                            Mientas siguen apareciendo imágenes de los estragos de los incendios en la provincia, se destacó un video dónde bomberos voluntarios rescataron a una compañera herida improvisando una ""camilla"" con una puerta de un ropero.",2020-10-07,Incendios en Córdoba: improvisaron una camilla con una puerta para asistir a una bombera ,La Voz,Provincial
Bomberos y pobladores lograron evitar que el fuego ingresara al pueblo y a la histórica Posta Los Nogales. Llegaron hoy los aviones hidrantes.,2020-10-06,Incendios en Córdoba: Achiras se recupera de su noche más larga,La Voz,Provincial
"Funcionarios de distintas provincias coincidieron en resaltar el factor humano, ya sea por negligencia o de modo intencional, en la mayoría de los focos ígneos que se produjeron en todo el país en las últimas semanas. Aunque apuntaron que la sequía favoreció la propagación de las llamas.",2020-10-06,Advierten que la mayoría de los incendios son iniciados por humanos intencional o accidentalmente,Télam,Nacional
En La Cumbre los focos fueron neutralizados después de más de dos semanas.,2020-10-06,"Controlaron el incendio en el norte de Córdoba, pero sigue activo el fuego en el sur de la provincia",Clarín,Nacional
"Luego de controlar el incendio forestal que se registra en el departamento Cruz del Eje, el director general de Defensa Civil, Diego Concha, sostuvo que la mayor preocupación pasa ahora por el siniestro del departamento Río Cuarto.",2020-10-06,Controlaron el incendio en el norte de Córdoba y sigue activo el fuego en el sur provincial,Télam,Nacional
Acusaron al gobernador cordobés de demorar en pedir auxilio. Piden que se lo investigue junto a otros funcionarios por presuntos delitos de abuso de autoridad y violación de los deberes de los funcionarios públicos.,2020-10-06,Ambientalistas denunciaron penalmente a Juan Schiaretti por los incendios en Córdoba,Clarín,Nacional
"Funcionarios de distintas provincias alertaron que fue así, ya sea de manera intencional o por accidente. La falta de lluvia, el principal problema.",2020-10-06,Incendios en el país: advierten que la mayoría fueron iniciados por humanos,Clarín,Nacional
"El frente en actividad se inició en la madrugada en la localidad de San Francisco, del Monte de Oro, a 112 kilómetros de la capital de la provincia.",2020-10-06,"San Luis logró controlar cuatro focos de incendio, pero otro se mantiene activo",Télam,Nacional
Se trata de un foco que avanzó por el sector norte. El frente que llegaba por el oeste fue controlado. La jornada se presenta con menor caudal de viento.,2020-10-06,Incendios: siguen activos los incendios en el sur y hay otros puntos calientes en Córdoba,La Voz,Provincial
"""Ya no está avanzando y se lo va a extinguir salvo que haya un evento extraordinario"", indicó hoy a Télam la secretaria de Biodiversidad y Desarrollo Sustentable jujeña, Verónica Sato.",2020-10-06,"El incendio en el Parque Nacional Calilegua ""está contenido"" y comenzaron las tareas para extinguirlo",Télam,Nacional
Acusan al Gobierno provincial de no haber actuado tempranamente en los incendios forestales. Desde la Provincia aseguraron que se activaron todos los recursos disponibles y que la coordinación con la Nación fue permanente.,2020-10-06,"Incendios: Funam promueve una denuncia contra Schiaretti por ""demorar en pedir auxilio""",La Voz,Provincial
"El Servicio Nacional de Manejo del Fuego indicó que son Córdoba, San Luis, Salta, Tucumán y La Rioja.",2020-10-06,"Cinco provincias continúan con ""focos activos"" de incendios forestales",Télam,Nacional
"Los trabajos se extendieron durante la noche del lunes y la madrugada del martes. El fuego llegó a estar a unos 2 mil metros del pueblo, en la zona oeste. Bomberos y vecinos lograron controlarlo. En la mañana del martes realizaban guardia de cenizas, mientras combatían otro foco en la zona del balneario del pueblo.",2020-10-06,En fotos: así fue el combate nocturno contra el incendio que amenazó una zona poblada de Achiras,La Voz,Provincial
"Piden investigar al Gobernador y a funcionarios locales por no haber actuado tempranamente en los incendios forestales. 
        La Fundación para la Defensa del Ambiente (Funam) presentó el lunes una denuncia para que se investigue al gobernador Juan Schiaretti, y funcionarios del Gobierno local, a los efectos de determinar eventuales responsabilidades penales por no haber actuado de manera temprana en los incendios forestales que, según los datos oficiales preliminares, entre junio y setiembre ya arrasaron con cerca de 200 mil hectáreas en Córdoba.",2020-10-06,"Incendios en Córdoba: Funam promueve una denuncia contra Schiaretti por ""demorar en pedir auxilio""",La Voz,Provincial
"Controlaron el foco que amenazaba al pueblo y ahora combaten otro, en cercanías del balneario. En detalle: los frentes que siguen activos este martes.",2020-10-06,"Incendios: sigue ""muy activo"" un frente en Achiras y hay otros puntos calientes en Córdoba",La Voz,Provincial
Bomberos de distintos cuarteles de la provincia trabajaban este martes para contener distintos puntos calientes en el departamento Cruz del Eje y en el sur provincial.,2020-10-06,Incendios en Córdoba: hay puntos calientes en Cruz del Eje y en el sur provincial,La Voz,Provincial
Será una noche difícil para los bomberos voluntarios y vecinos de Achiras que este lunes por la noche combaten el fuego desatado en esa zona serrana.,2020-10-06,Achiras en alerta por la cercanía de los incendios en las Sierras del sur de Córdoba,La Voz,Provincial
"Bomberos voluntarios y brigadistas combaten un foco activo que avanza en cercanías de Alpa Corral, departamento de Río Cuarto.",2020-10-06,Incendios en Córdoba: el fuego se acerca a la localidad de Achiras y temen que llegue hasta el pueblo,Clarín,Nacional
El fuego continúa activo en las regiones de Río Cuarto y Cruz del Eje. Unos 500 efectivos se desplegan en las zonas afectadas. El humo de los focos del sur llegó a la ciudad de Córdoba.,2020-10-06,El incendio en el sur de Córdoba puso en alerta a Achiras,La Voz,Provincial
"El impacto de los desmontes ilegales parece leve si se compara con las consecuencias de los incendios de este año. Por eso algunos legisladores, tanto a nivel provincial como nacional, proponen una nueva normativa para asegurar que esos sectores se recuperen.",2020-10-06,Proponen leyes para recuperar bosques afectados por el fuego en Córdoba,La Voz,Provincial
El fuego continúa activo en las regiones de Río Cuarto y Cruz del Eje. Unos 500 efectivos se desplegan en las zonas afectadas. El humo de los focos del sur llegó a la ciudad de Córdoba.,2020-10-06,El incendio el sur de Córdoba puso en alerta a Achiras,La Voz,Provincial
"Las provincias siguen luchando contra los incendios forestales según el registro del Servicio Nacional de Manejo del Fuego (SNMF), aunque las jurisdicciones afectadas por las llamas ya son quince.<br />",2020-10-06,"El fuego no da tregua en Córdoba, San Luis, Salta, Tucumán y Formosa",Télam,Nacional
"Por las altas temperaturas, el riesgo de incendio permanece como “extremo”.
            Bomberos voluntarios continúan trabajando en distintos focos de incendio en la Provincia. Pasado el mediodía de este lunes, se inició un foco cerca de la autopista Córdoba-Carlos Paz, entre Malagueño y la ciudad Capital.",2020-10-12,Incendios: se inició un foco cerca de Malagueño,La Voz,Provincial
"Por las altas temperaturas, el riesgo de incendio permanece como “extremo”. Se reactivaron las llamas en otros puntos de la provincia
        Bomberos voluntarios continúan trabajando en distintos focos de incendio en la Provincia. Pasado el mediodía de este lunes, se inició un foco cerca de la autopista Córdoba-Carlos Paz, entre Malagueño y la ciudad Capital.",2020-10-12,"Incendios: por el humo, cortaron la autopista Córdoba-Carlos Paz a la altura del peaje",La Voz,Provincial
"Por las altas temperaturas, el riesgo de incendio permanece como “extremo”. Se reactivaron las llamas en otros puntos de la provincia
        Bomberos voluntarios continúan trabajando en distintos focos de incendio en la Provincia. Pasado el mediodía de este lunes, se inició un foco cerca de la autopista Córdoba-Carlos Paz, entre Malagueño y la ciudad Capital.",2020-10-12,Incendios: por el humo estuvo cortada la autopista Córdoba-Carlos Paz a la altura del peaje,La Voz,Provincial
"Por las altas temperaturas, el riesgo de incendio permanece como “extremo”. Se reactivaron las llamas en otros puntos de la provincia
        Bomberos voluntarios continúan trabajando en distintos focos de incendio en la Provincia. Pasado el mediodía de este lunes, se inició un foco cerca de la autopista Córdoba-Carlos Paz, entre Malagueño y la ciudad Capital.",2020-10-12,Incendios: se inició un foco cerca de Malagueño y se reactivaron otros en las sierras,La Voz,Provincial
"Por las altas temperaturas, el riesgo de incendio permanece como “extremo”.
            Bomberos voluntarios continúan trabajando en un foco de incendio en Río de los Sauces, en el sur provincial.",2020-10-12,Incendios: bomberos continúan trabajando en un foco activo en Río de los Sauces,La Voz,Provincial
"Pese a los avances en la extinción del fuego, aún el riesgo de incendios forestales en la provincia sigue siendo extremo y se pronostican algunas lluvias aisladas recién para el próximo miércoles.",2020-10-12,Córdoba: bomberos trabajan sobre un incendio activo y monitorean otros puntos calientes,Télam,Nacional
"Unas 50 personas debieron ser evacuadas. El índice de peligrosidad de incendios en Córdoba continúa siendo extremo. 
        La ola de incendios que azota Córdoba no se detiene y los bomberos voluntarios continúan trabajando con tenacidad para combatir las llamas en distintos puntos de la provincia.",2020-10-12,Bomberos contuvieron el incendio en Luyaba: el fuego llegó casi hasta la plaza central,La Voz,Provincial
"El ministro de Seguridad provincial, Alfonso Mosquera, llegó a la zona en el Valle de Traslasierra para analizar los daños causados por las llamas y brindar &amp;ldquo;aportes necesarios para mitigar los daños materiales de este incendio&amp;rdquo;.<br />",2020-10-12,Contienen los incendios en Córdoba aunque continúa el trabajo de los bomberos,Télam,Nacional
"José Carlos Roble tenía 61 años. Se descompuso mientras ayudaba a los bomberos. Cristóbal Varela Salas, de 35, fue encerrado por las llamas.",2020-10-11,"Las historias de José y Cristóbal, los dos vecinos que murieron luchando contra los incendios en Córdoba",Clarín,Nacional
Son habitantes de Luyaba que debieron dejar sus casas ante la llegada del fuego a la zona. Hubo daños materiales. ,2020-10-11,Siguen los incendios en Córdoba: más de 50 evacuados en la zona de San Javier,Clarín,Nacional
"Según los cálculos de Juan Ramón Sotelo, titular de la Asociación Plan Estratégico Foresto Industrial (Apefic), los focos que afectaron la localidad de Santa Rosa también devastaron más de mil hectáreas de plantaciones de pinos.",2020-10-11,Estiman pérdidas superiores a US$ 4 millones en los aserraderos de Corrientes afectados por incendios,Télam,Nacional
"Luyaba, en el departamento San Javier, es la localidad que está siendo afectada por el incendio forestal de gran magnitud que se desarrolla en la zona y que generó daños materiales.<br />",2020-10-11,Más de 50 personas fueron evacuadas por un incendio en el suroeste de Córdoba,Télam,Nacional
"Francisco pidió ""que el señor sostenga a los que están sufriendo las consecuencias de estas catástrofes y nos ponga atentos a preservar la creación"".",2020-10-11,"El Papa lamentó los incendios ""provocados por el hombre"" en Argentina y otros países",La Voz,Provincial
"""Deseo expresar mi cercanía a las poblaciones golpeadas por los incendios que están devastando tantas regiones del planeta, así como a los voluntarios y bomberos que arriesgan la vida para extinguir los fuegos"", expresó el pontífice durante el rezo del Ángelus.",2020-10-11,"Francisco lamentó los incendios ""provocados por el hombre"" en Argentina y otros países",Télam,Nacional
"Trabajan más de 150 bomberos llegados desde distintos puntos de Córdoba y del país.
                                                                Este sábado hacia las 17 se reinició el fuego en la zona de Luyaba, al sur de Traslasierra, siniestro que por el momento continúa activo, con el trabajo de más de 150 bomberos llegados desde distintos puntos de Córdoba y del país.",2020-10-11,Tres días de incendio en la zona de Luyaba,La Voz,Provincial
"En jurisdicción de bomberos de La Paz el fuego está contenido.
                                                                                            El calor, la baja humedad y los fuertes vientos complican el trabajo de los bomberos, que permanecen apostados en San Isidro y Luyaba, en jurisdicción de bomberos de La Paz, donde el fuego está contenido, aunque con algunos reinicios, informó el Gobierno provincial.",2020-10-10,"Incendios en Córdoba: con algunos reinicios, el calor y los fuertes vientos complican a los bomberos",La Voz,Provincial
"El daño es gravísimo, se califica la situación de ""ecocidio"". En el caso de algunos reptiles como yacarés y tortugas la mortandad es casi total; las especies autóctonas de flora sólo podrán sobrevivir si se hubiera salvado el banco de semillas bajo la tierra.",2020-10-10,"Los incendios causaron la ""mortandad casi total"" de la flora y fauna de los humedales",Télam,Nacional
"Bomberos trabajan sobre dos reinicios en Cruz del Eje. Lograron controlar el foco en Luyaba. 
        Bomberos de distintos cuarteles de la provincia y brigadistas enviados por la Nación trabajaban este sábado sobre tres reinicios en el departamento Cruz del Eje, al tiempo que en las últimas horas lograron controlar el foco que se inició en la zona de Luyaba, en Traslasierra.",2020-10-10,Incendios: arduo combate durante la madrugada y guardia de cenizas,La Voz,Provincial
"El ministro de Ambiente de la Nación lo señaló como causas de los incendios forestales que proliferan en varias provincias, al anunciar que en Misiones y Córdoba estarán disponibles brigadistas del Servicio Nacional de Manejo del Fuego.",2020-10-10,"Incendios: Cabandié apuntó a la ""especulación inmobiliaria"" y a ""métodos agropecuarios""",Télam,Nacional
"En traslasierra trabajan 60 bomberos y 20 brigadistas. Seis personas debieron autoevacuarse. 
                                                                                                                            A dos días de haberse contenido un importante incendio, en donde además la Policía detuvo a cinco jóvenes sospechosos de haberlo provocado, un nuevo siniestro se desató hacia el mediodía del viernes en jurisdicción de Luyaba, al sur de Traslasierra.",2020-10-09,Incendios: intentan que el fuego no alcance viviendas en Luyaba y se reactivó el foco en Cruz de Caña,La Voz,Provincial
"Trabajan 60 bomberos. 
            El foco de incendio iniciado días atrás en la localidad de Lyuaba, en Traslasierra, continuaba activo este viernes.",2020-10-09,Sigue activo el incendio en Luyaba,La Voz,Provincial
"El Gobierno de Córdoba y las Mesas Interinstitucionales conformadas para coordinar las tareas de ayuda por los incendios, llevan adelante operativos de entrega de balanceado, aportes y elementos en las zonas afectadas por los focos de los últimos días.",2020-10-09,Incendios: la Provincia entregó ayuda en zonas afectadas,La Voz,Provincial
El Servicio Nacional del Manejo del Fuego informó de focos activos en cinco provincias. En localidades de Chubut y Neuquén los bomberos lograron controlar el fuego en diversos focos.,2020-10-09,"Hay focos activos de incendios en Córdoba, Salta, Tucumán, Jujuy, Catamarca y La Rioja",Télam,Nacional
Un foco está activo y otros dos fueron controlados. Se estima que se quemaron 70 hectáreas. Bomberos señalaron que las próximas horas serán cruciales para que el fuego no ingrese a los montes.,2020-10-09,Incendios forestales en Sierra de Los Padres,Télam,Nacional
Referentes de movimientos ambientalistas de Córdoba presentaron este viernes en el Centro Cívico el petitorio que sugiere medidas para prevenir incendios y restaurar lo afectado.,2020-10-09,"Incendios: entregaron a la Provincia una ""carta abierta"" con 270 mil firmas ",La Voz,Provincial
"Los bomberos lograron sofocar el incendio que se desató en inmediaciones del Módulo 15 de La Punta, y sigue activo un foco en la localidad de San Francisco del Monte de Oro.",2020-10-09,San Luis: un foco activo y la presencia de vientos fuertes mantienen el alerta en la provincia,Télam,Nacional
Santiago Selier con sus 5 aviones agrícolas contribuyó al control del fuego días atrás en el cerro San Javier.,2020-10-09,Máquinas voladoras todoterreno: cómo combaten los incendios los pilotos aeroaplicadores,Clarín,Nacional
"En el encuentro, que se desarrolló en la residencia de Olivos, el ministro compartió con la Primera Dama las iniciativas que se están llevando adelante para paliar los daños producidos por los incendios en distintas regiones del país.",2020-10-09,Fabiola Yañez y Juan Cabandié conversaron sobre políticas ambientales y empleo joven,Télam,Nacional
"La superficie afectada ya superaría a las 226 mil hectáreas contadas en 2009. Y al 2020 le quedan 80 días. Ayer no hubo focos nuevos, pero sí varios reinicios.",2020-10-09,Incendios: unas 230 mil hectáreas en lo que va del año ,La Voz,Provincial
"El encuentro se realizó en la residencia de Olivos. El funcionario le compartió a la Primera Dama las iniciativas que está llevando adelante adelante con respecto a los incendios forestales en las distintas provincias, entre otras cuestiones",2020-10-09,Fabiola Yañez se reunió con el ministro Juan Cabandié para interiorizarse en las políticas ambientales,Infobae,Nacional
"Denunciaron la catástrofe ambiental en la provincia. La acción colectiva se consistía en mostrar imágenes y mensajes sobre los incendios en Córdoba. Artistas, investigadores y activistas proyectaron en paredes y lugares emblemáticos, de manera simultánea, las imágenes del fuego que devoró miles de hectáreas en las últimas dos semanas. En Córdoba hubo proyecciones en el Centro Cultural La Piojera, la plaza Cielo y Tierra y el Museo de Antropología. (Fotos: Javier Ferreyra)",2020-10-09,"Incendios: el colectivo Arde Córdoba realizó su ""proyectorazo""",La Voz,Provincial
"Según la denuncia, los lotes habrían sido ofrecidos por redes sociales, y al respecto las autoridades provinciales solicitaron formalmente la profundización de &amp;ldquo;todas las medidas investigativas pertinentes y útiles, teniendo en cuenta la gravedad institucional que han adquirido los incendios&amp;rdquo;.",2020-10-09,El Gobierno de Córdoba denunció a la Justicia la difusión de ventas de terrenos quemados por incendios,Télam,Nacional
El Gobierno de la Provincia de Córdoba presentó hoy una denuncia ante la Justicia para que se investigue un hecho vinculado al supuesto ofrecimiento en venta de predios que se ubican en sectores afectados por los incendios forestales en los últimos días.,2020-10-09,Gobierno de Córdoba denunció a la Justicia la difusión de ventas de terrenos quemados por incendios,La Voz,Provincial
"Sin lluvias anunciadas, al menos por la próxima semana, la situación en la provincia sigue con un índice de peligrosidad extremo para los incendios en toda la provincia.<br />",2020-10-08,"Bomberos trabajan en incendios controlados pero aún con ""puntos calientes"" en Córdoba",Télam,Nacional
