description,date,title,name_medio,scope_medio
"A través de Twitter, el expresidente destacó la participación de los bomberos y señaló: ""Mi corazón está con Córdoba"". 
        El expresidente Mauricio Macri publicó un tuit en la tarde del sábado donde expresa su ""preocupación y tristeza"" por los incendios que azotaron la provincia de Córdoba durante las últimas semanas.",2020-09-26,"Macri compartió su ""tristeza y preocupación"" por los incendios en Córdoba",La Voz,Provincial
Los bomberos creen que las llamas en unos pastizales fueron intencionales para hacer pasar un crimen por muerte accidental.,2020-09-26,Corrientes: mientras apagaban un incendio encontraron a una mujer asesinada,Clarín,Nacional
"Se espera que se disipe la densa niebla que cubre el espacio aéreo e impide la tarea de los aviones hidrantes en los tres puntos dónde está focalizado el fuego: Río Pinto, Characato y Pampa Olaen.",2020-09-26,Combaten tres focos de incendios en las serranías del Valle de Punilla,Télam,Nacional
"En los últimos días, una foto de los incendios de Córdoba se volvió viral por la forma de que comportan las llamas. La imagen, tomada por el fotógrafo Charly Soto muestra una figura que parece un diablo, por lo que fue bautizada ""el diablo de fuego"". Ahora, se conoció la historia y el contexto en la que Soto capturó el particular momento que atraviesa la provincia.",2020-09-26,Incendios en Córdoba. La historia detrás de la foto viral del “diablo de fuego”,La Nación,Nacional
Los bomberos siguen trabajando en la zona del río Pinto. Ayer falleció una persona que se quemó combatiendo las llamas. Hacía 12 años que no había muertos en incendios.,2020-09-26,Los incendios ya se cobraron dos vidas y sigue un foco activo,La Voz,Provincial
"El ex presidente reapareció tras estar internado por un pólipo en el intestino y manifestó su “preocupación y tristeza"" por los hechos que azotan a la provincia",2020-09-26,El mensaje de Mauricio Macri en las redes sociales por los incendios forestales en Córdoba,Infobae,Nacional
"Renzo Righini, un vecino de Córdoba, cuenta en primera persona como combatió el incendio junto a sus compañeros. Asegura que lo más importante es ayudar a otras personas y que si esa ayuda no surge por parte de todos, nada sería posible. Pedro Castillo, uno de nuestros fotógrafos de La Voz, registró aquel momento.",2020-09-26,"Córdoba en llamas, vecinos en acción",La Voz,Provincial
"Las imágenes fueron tomadas en el Dique La Toma, detrás de Potrerillo de Larreta, cerca de Alta Gracia. (Gentileza Franco Petrini / Instagram @Mapspetrini)",2020-09-26,Impactantes fotos de lo que dejó el incendio en la zona de Paravachasca,La Voz,Provincial
"Ambos vecinos del valle de Punilla murieron por quemaduras y asfixia al participar, de manera voluntaria, en el combate de los incendios forestales. Queda un foco de incendio en las serranías de la localidad de La Cumbre.",2020-09-26,Dos hombres muertos por combatir incendios mientras persiste un foco activo,Télam,Nacional
"El gobernador Juan Schiaretti agradeció este viernes al ministro del Interior de la Nación, Wado de Pedro, por el envío de 150 millones de pesos en concepto de ATN, para remediar los daños ocasionados por los incendios que desde hace seis días azotan distintos puntos de las serranías.",2020-09-25,Incendios en Córdoba: la Nación envió $ 150 millones a Córdoba,La Voz,Provincial
"Se registran incendios en las zonas del Río Pinto y Characato. También hay actividad en un foco cercano a Alta Gracia.
                                                                                                                                                                                                                                                    Por sexto día consecutivo, y tras el trabajo realizado por los bomberos y pilotos de aviones hidrantes, se lograron controlar algunos de los incendios que asolan a la provincia desde el fin de semana pasado.",2020-09-25,Incendios: sigue activo el foco en La Cumbre y la Justicia investiga si fueron o no intencionales,La Voz,Provincial
El Servicio Meteorológico Nacional informó que se esperan precipitaciones entre 60 y 80 milímetros en medio de focos activos de incendios forestales.<br />,2020-09-25,Alerta por lluvias y tormentas para varias provincias,Télam,Nacional
"CORDOBA.- Dos hombres murieron como consecuencia de los incendios que hace cincos días asolan a la provincia. Uno era el dueño de un restaurante de Villa Carlos Paz, que se descompensó ayer, mientras ayudaba a controlar las llamas y, el otro, un joven que fue hallado con graves quemaduras en la zona de Río Pinto.",2020-09-25,Córdoba: dos hombres murieron por los incendios forestales,La Nación,Nacional
"Este video, viralizado en redes, fue filmado desde la cumbre de las sierras donde se ubica la estacíon astrofísica. El Observatorio Astronómico se salvó por muy poco de las llamas.",2020-09-25,No se puede creer: así quedó Bosque Alegre tras el incendio,La Voz,Provincial
"Se trata de un integrante de Bomberos Voluntarios de Río Ceballos. Sucedió en Córdoba y le llevaron parte de su equipamiento. 
                                                                                                                                                                                                                Impotencia y bronca es lo que siente Julián Cévoli, de 40 años, integrante de Bomberos Voluntarios de Río Ceballos, quién sufrió el robo de sus pertenencias para combatir en los incendios forestales.",2020-09-25,"Indignante: combatió los incendios en Córdoba, fue a trabajar y le robaron el equipo de bombero",La Voz,Provincial
"El Servicio Nacional del Manejo del Fuego informó que otras seis provincias mantienen ""focos activos"" que afectan al país.",2020-09-25,"Incendios: persisten focos ""fuera de control"" en Tucumán y Catamarca",Télam,Nacional
"Murió en la tarde de este viernes el hombre de 35 años había sufrido quemaduras en todo el cuerpo durante los incendios forestales en la zona del Río Pinto, en La Cumbre.",2020-09-25,Murió el hombre que había resultado quemado en La Cumbre y ya son dos las víctimas por los incendios,La Voz,Provincial
"Se registran incendios en las zonas del Río Pinto y Characato. También hay actividad en un foco cercano a Alta Gracia.
                        Por sexto día consecutivo, y tras el trabajo realizado por los bomberos y pilotos de aviones hidrantes, se lograron controlar algunos de los incendios que asolan a la provincia desde el fin de semana pasado.",2020-09-25,Incendios en Córdoba: aún quedan focos activos y la Justicia investiga si fueron o no intencionales,La Voz,Provincial
José Carlos Roble se descompensó mientras ayudaba para que las llamas no llegaran a las casas en Las Jarillas.,2020-09-25,"Incendios en Córdoba: luchando contra el fuego, murió el dueño de un muy conocido restaurante de Carlos Paz",Clarín,Nacional
"Se registran incendios en las zonas del Río Pinto y Characato. También hay actividad en un foco cercano a Alta Gracia.
        Por sexto día consecutivo, y tras el trabajo realizado por los bomberos y pilotos de aviones hidrantes, se lograron controlar algunos de los incendios que asolan a la provincia desde el fin de semana pasado.",2020-09-25,Incendios en Córdoba: quedan activos tres focos en las Sierras,La Voz,Provincial
"“Si se recupera sería un milagro”, dijo el director del Instituto del Quemado, Guillermo Azize. 
        Un hombre de 35 años continúa en grave estado en el Instituto del Quemado, luego de sufrir quemaduras en todo el cuerpo durante los incendios forestales en la zona del Río Pinto, en La Cumbre.",2020-09-25,Es muy grave el estado del hombre quemado durante los incendios en La Cumbre,La Voz,Provincial
"El Servicio Meteorológico Nacional lanzó un alerta por tormentas fuertes para la zona sur de la provincia, que incluye a los valles alcanzados por los incendios, lo que permitiría apagar totalmente el fuego, asentar las cenizas y limpiar el humo contaminante.",2020-09-25,Queda un solo foco activo de incendio en Valle de Punilla y se esperan lluvias,Télam,Nacional
"Se trata de José Roble, dueño de un reconocido local en el Centro Viejo de la villa turística. Defensa Civil pide a los vecinos no intervenir en la lucha contra los incendios.",2020-09-25,Murió el dueño de un restaurante en Carlos Paz que se descompensó cuando luchaba contra el fuego,La Voz,Provincial
"El que avanzó desde Carlos Paz hasta casi Alta Gracia quedó bajo control. El otro avanza en Pampa de Olaen. Hay un herido grave.
                        De los dos enormes incendios que entre el martes y ayer castigaron con su avance a la zona central de las Sierras de Córdoba, finalmente uno logró ser contenido anoche. El otro seguía creciendo, sumando hectáreas afectadas, y allí se concentrarán los esfuerzos hoy.",2020-09-25,Fuego en las Sierras: está contenido uno de los dos grandes incendios ,La Voz,Provincial
"El fuego se propagó sobre una zona de pastizales, en cercanía de varias viviendas.",2020-09-25,Incendio frente a una destilería en Dock Sud,Clarín,Nacional
"Lo informó este jueves la institución a través de un comunicado.
                                                                                            Desde hace días los incendios forestales no dan respiro a los bomberos en distintos sectores de la provincia de Córdoba.",2020-10-01,Incendios en Córdoba: la Federación de Bomberos no organizó campañas de donaciones,La Voz,Provincial
"Están ubicados cerca de la localidad de Alpa Corral y en direccción de la Estancia La Candelaria. Buscan controlar otros dos reinicios, en Villa Santa Cruz del Lago (Punilla) y canteras El Sauce (Sierras Chicas).",2020-10-01,"Incendios en Córdoba: siguen activos dos grandes focos, pero se controlaron otros",La Voz,Provincial
"Están ubicados cerca de la localidad de Alpa Corral y en direccción de la Estancia La Candelaria. Buscan controlar otros dos reinicios, en Villa Santa Cruz del Lago (Punilla) y canteras El Sauce (Sierras Chicas).",2020-10-01,"Sigue el trabajo de los bomberos en focos de incendio activos y ""puntos calientes""",La Voz,Provincial
"Lo comunicó el gobernador de la provincia, en un tuit en su cuenta oficial. Dijo que el Presidente se comprometió a seguir apoyando a la provincia ""en todo lo que sea necesario"".",2020-10-01,Alberto Fernández llamó a Schiaretti para solidarizarse por los incendios en Córdoba,La Voz,Provincial
"""Los incendios dan mucha impotencia y bronca, porque demuestran la falta de conducta y actos delictivos de unos pocos"", argumentó el jefe comunal en su cuenta de Instagram.<br />",2020-10-01,"El intendente de Villa Carlos Paz calificó como ""actos delictivos"" los incendios en la zona",Télam,Nacional
"Alejandro Delich había hecho una inversión millonaria para comenzar a producir vinos. El establecimiento funcionaba junto a Peko's, un conocido parque de diversiones, propiedad de su familia.",2020-10-01,Incendios en Córdoba: el empresario que vio cómo las llamas arrasaban su viñedo,Clarín,Nacional
"Las fuerte ráfagas de viento sobre el territorio provincial, unido a la sequía y a la presencia de material combustible, complican la tarea de bomberos y brigadistas.",2020-10-01,Cinco focos de incendio y la adversidad climática comprometen a San Luis,Télam,Nacional
"Una estimación con datos de Conae, Inta y Ministerio de Agricultura y Ganadería de la Nación indica un área afectada de entre 80 mil y 95 mil hectáreas. El cuarto peor año desde 2005. Matorrales y pajonales adaptados al fuego son los ecosistemas más afectados.",2020-10-01,"Incendios en Córdoba: esta temporada, ya se quemaron entre 80 mil y 95 mil hectáreas",La Voz,Provincial
"Una estimación con datos de Conae, Inta y Ministerio de Agricultura y Ganadería de la Nación indica un área afectada de entre 80 mil y 95 mil hectáreas. El cuarto peor año desde 2005. Matorrales y pajonales adaptados al fuego son los ecosistemas más afectados.",2020-10-01,"Incendios en Córdoba: se quemaron entre 80 mil y 95 mil hectáreas, la mayoría matorrales",La Voz,Provincial
"Una estimación con datos de Conae, Inta y Ministerio de Agricultura y Ganadería de la Nación indica un área afectada de entre 80 mil y 95 mil hectáreas. El cuarto peor año desde 2005. Matorrales y pajonales adaptados al fuego son los ecosistemas más afectados.",2020-10-01,"Incendios en Córdoba: se quemaron entre 80 mil y 95 mil hectáreas, la mayoría pajonales",La Voz,Provincial
"Una estimación con datos de Conae, Inta y Ministerio de Agricultura y Ganadería de la Nación indica un área afectada de entre 80 mil y 95 mil hectáreas. El cuarto peor año desde 2005. Matorrales y pajonales adaptados al fuego son los ecosistemas más afectados.",2020-10-01,Incendios en Córdoba: cuánto se quemó y qué vegetación,La Voz,Provincial
Muestran registros desde el 2 hasta el 29 de septiembre. Fueron logradas gracias a los monitoreos del satélite Sentinel y publicadas por la Conae.,2020-10-01,"Fotos satelitales: las ""manchas rojas"" que dejaron los incendios de septiembre en Córdoba",La Voz,Provincial
"El aire rotó hacia el sur y disminuyó en su intensidad, lo que trajo alivio a los efectivos que combaten las llamas en la Villa.",2020-10-01,"Incendios en Córdoba: cambió el viento y contienen el fuego en Carlos Paz, pero hay dos focos activos",Clarín,Nacional
"Unos 300 bomberos ya comenzaron sus tareas esta mañana en todos los sectores afectados, y contarán con el apoyo aéreo de 10 aviones hidrantes de Nación y Provincia, y dos helicópteros.<br />",2020-10-01,Siguen activos incendios en cercanías de La Cumbre y Alpa Corral pero se contuvo el de Carlos Paz,Télam,Nacional
"Tenían signos de asfixia leve, y fueron derivados al Domingo Funes. 
                                                                    Tres niños fueron rescatados este miércoles con signos de asfixia leve en uno de los incendios forestales desatados en el límite de Villa Santa Cruz del Lago y Villa Parque Síquiman, informaron desde la Policía.",2020-10-01,Tres niños fueron rescatados de un incendio forestal,La Voz,Provincial
"CORDOBA.- ""En 35 segundos el fuego arrasó, no quedó nada. Nunca vi algo así. El viento cambió de norte a sur y las llamas avanzaron. Fue impresionante"". El relato es de Alejandro Delich, uno de los dueños del complejo Peko’s en Villa Carlos Paz, uno de los epicentros del fuego de anoche en Córdoba.",2020-10-01,"Incendios en Córdoba: ""En 35 segundos el fuego arrasó, no quedó nada"", dijo un dueño del parque acuático Peko's",La Nación,Nacional
El gobernador destacó que Córdoba tiene “todos los recursos disponibles” para combatir los focos. Pidió precaución a los cordobeses.,2020-10-01,"Schiaretti, sobre los incendios en Córdoba: “Si necesitamos recurrir a la ayuda de otras provincias, lo vamos a hacer”",La Voz,Provincial
Los incendios se desarrollan desde hace diez días en distintas zonas de Córdoba.La provincia solictó se declare el alerta amarilla para poder pedir refuerzos a otras jurisdicciones.,2020-10-01,Los incendios avanzan sobre barrio de Villa Carlos Paz y piden alerta amarilla,Télam,Nacional
Este miércoles las llamas avanzaban hacia zonas pobladas de Villa Carlos Paz y alrededores.,2020-09-30,"Alerta por los incendios en Córdoba: hay múltiples focos activos con un ""alto riesgo"" para las viviendas",Clarín,Nacional
"Hubo ráfagas de viento de hasta 70 km/h.
                                                                                                                    En la décima jornada consecutiva de lucha contra el fuego en las Sierras, continúan activos no sólo los tres grandes incendios que afectan importantes superficies en distintos puntos de la provincia, sino también nuevos focos que se sumaron en las últimas horas.",2020-09-30,Se multiplican los focos de incendios y complican a los bomberos en medio de un intenso calor,La Voz,Provincial
"El tiempo no ayudó para nada a los bomberos, con mucha rotación de viento y calor agobiante. Se abrieron nuevos frentes de fuego en otros puntos de las serranías.",2020-09-30,Miércoles complicadísimo para los bomberos: nuevos incendios y calor agobiante,La Voz,Provincial
"El tiempo no ayudó para nada a los bomberos, con mucha rotación de viento y calor agobiante. Se abrieron nuevos frentes de fuego en otros puntos de las serranías.",2020-09-30,"Día de ""miércoles"" para los bomberos: nuevos incendios y calor agobiante",La Voz,Provincial
"Disparó el ""alerta amarilla"" al Consejo Federal de Bomberos Voluntarios. Cuando pase al ""rojo"" se definirían esos aportes. 
                                                                                                                                El Gobierno de Córdoba, a través de su Secretaría de Gestión del Riesgo Climático y Catástrofes, resolvió solicitar este miércoles al Consejo Federal de Bomberos Voluntarios que active el ""alerta amarilla"".",2020-09-30,Córdoba en emergencia por incendios: alertó que podría pedir bomberos a otras provincias,La Voz,Provincial
"Está en el límite entre la ciudad turística y Villa Santa Cruz del Lago, muy cerca de la estructura de El Pato. 
                                                                                                                        Un nuevo foco de incendio se inició en la tarde de este miércoles, en el límite entre Villa Carlos Paz y Villa Santa Cruz del Lago, muy cerca de la estructura de El Pato.",2020-09-30,Se inició un nuevo foco de incendio cerca de Villa Carlos Paz,La Voz,Provincial
"El hijo de 14 años de la pareja y hermano de Daiana Moyano, violada y asesinada en 2019, fue testigo. El hombre está grave.  ",2020-09-30,Tragedia en Córdoba: su hija fue víctima de femicidio y ella murió en un incendio cuando su esposo se prendió fuego,Clarín,Nacional
"Se trata de Gustavo Sánchez, titular de la oficina del EPEC en esa ciudad. Lo ordenó la fiscal de Cosquín.",2020-09-30,Imputan a uno de los jefes de la Empresa de Energía de Córdoba por los incendios en La Cumbre,Clarín,Nacional
"El viento vuelve a ser intenso con ráfagas de hasta 70 km/h.
            En la décima jornada consecutiva de lucha contra el fuego en las Sierras, continúan activos los tres grandes incendios que afectan importantes superficies en distintos puntos de la provincia, según informó el Gobierno de Córdoba.",2020-09-30,"Siguen activos los tres grandes incendios en Córdoba, en otra otra jornada con clima adverso",La Voz,Provincial
"""Nosotros disfrutamos el paisaje de las sierras 100% natural  y es una pena verlo dañado"", argumentó Mario Alías, el encargado de operaciones del cuartel de bomberos de La Cumbre.",2020-09-30,Un bombero de La Cumbre lamenta las drásticas consecuencias ecológicas que dejan los incendios,Télam,Nacional
"El director de Defensa Civil provincial, Diego Concha, aseguró a Télam que ""la zona está entre los 10 lugares del mundo al nivel de California, España, Portugal, Australia, por citar algunos"".",2020-09-30,"""Enfrentamos uno de los incendios más complicados del mundo"", dijo el jefe del operativo",Télam,Nacional
"Lo dispuso la fiscal Kelm. Sería debido al estado deficitario de los cables que habría originado el incendio Cuchi Corral. 
                                                                                        La fiscal de Cosquín, Paula Kelm, imputó al jefe de la Empresa de Energía de Córdoba (Epec) de la localidad de La Cumbre, Gustavo Sánchez, por presunto incendio culposo aparentemente debido al estado deficitario de los cables que habría originado el incendio Cuchi Corral.",2020-09-30,Imputaron por presunto incendio culposo al jefe de Epec en La Cumbre,La Voz,Provincial
Más de 300 bomberos voluntarios continuaban esta mañana combatiendo tres focos importantes de incendios forestales que se mantienen activos en diferentes zonas serranas. A primera hora también se sumaron 10 aviones hidrantes y dos helicópteros.<br />,2020-09-30,Otra jornada que prevé fuertes vientos que complican el combate de tres incendios en Córdoba,Télam,Nacional
"El viento volverá a ser intenso con ráfagas de hasta 70 km/h.
        Los tres grandes incendios que afectaron importantes superficies de la provincia permanecen activos, según informó este miércoles por la mañana el Gobierno de Córdoba.",2020-09-30,Siguen activos los tres grandes incendios en Córdoba y se espera otra jornada con clima adverso,La Voz,Provincial
Hay tres focos activos y las condiciones climáticas hacen más arduo el trabajo de los bomberos.,2020-09-30,Incendios en Córdoba: el fuego no da tregua y se espera otra jornada con fuertes vientos que complican el trabajo,Clarín,Nacional
"Una investigación detectó las consecuencias que se detectan durante el invierno posterior al fuego y en las zonas altas de las Sierras.
                                                                                                Mientras las llamas siguen avanzando sobre varios sectores de las Sierras, los cordobeses no dejamos de pensar en las graves consecuencias que tendrán sobre los bosques y los pastizales nativos.",2020-09-30,Secuela: el impacto de los incendios en el caudal de los arroyos serranos,La Voz,Provincial
"Neri Martínez es guardaparque y desde hace cinco años tiene como tarea llevar adelante el proyecto para crear la reserva forestal y cultural Orco Quebracho, sobre el río Quilpo, en la zona de San Marcos Sierras.",2020-09-30,“Hay que capacitar a los vecinos para que sepan ayudar ante los incendios”,La Voz,Provincial
"Bajo una nueva ola de calor sofocante, el incendio arrasó a un ""ritmo peligroso de propagación"" 14.000 hectáreas en el condado de Napa y está totalmente fuera de control.",2020-09-29,Al menos tres muertos y más de 35.000 evacuados por los incendios en los valles de California,Télam,Nacional
"CÓRDOBA.- En el noveno día de incendios en la provincia, el frente de fuego más complicado es el de la zona de Alpa Corral, Las Albahacas y El Chacay. Los 32 grados de temperatura, las ráfagas de vientos que alcanzan los 80 kilómetros por hora y la sequía extrema dificultan la tarea de los bomberos",2020-09-29,Incendios en Córdoba: las altas temperaturas y los vientos dificultan la tarea de los bomberos,La Nación,Nacional
"Otro de los principales focos de la provincia está en el sur, en la zona de Alpa Corral, El Chacay y Las Albahacas. Trabajan 110 bomberos y dos aviones hidrantes. Siguen activos el de Potrerillo de Larreta y el de La Cumbre, que podría convertirse en el mayor siniestro en lo que va del año.",2020-09-29,El incendio del norte de Punilla ya es el más grave del año y hay más focos,La Voz,Provincial
"Uno de los principales focos de la provincia está en el sur, en la zona de Alpa Corral, El Chacay y Las Albahacas. Trabajan 110 bomberos y dos aviones hidrantes. Siguen activos el de Potrerillo de Larreta y el de La Cumbre, que podría convertirse en el mayor siniestro en lo que va del año.",2020-09-29,"Otro día ""bajo fuego"": los incendios que siguen activos este martes",La Voz,Provincial
"Así lo indicó el secretario de Riesgo Climático, Claudio Vignetta. Hay otros dos focos activos en Córdoba, mientras el clima complica las tareas.",2020-09-29,El incendio en La Cumbre se encamina a convertirse en el siniestro más grande del año,La Voz,Provincial
"Aseguran que el hombre apresado realizaba tareas con una motoguadaña y que una chispa, producto del choque de la cuchilla con una piedra, provocó el foco.",2020-09-29,"Incendio en La Paisanita: según vecinos, el detenido estaba desmalezando para frenar las llamas",La Voz,Provincial
El ministro de Ambiente texpresó su preocupación por los focos activos en esa zona  que llevan seis meses de actividad.,2020-09-29,"Cabandié volvió a criticar al juez Alonso por ""no investigar"" los incendios en el Delta",Télam,Nacional
"La entrega estuvo a cargo del ministro de Seguridad, Alfonso Mosquera.
                                                            La Federación de Bomberos de la provincia de Córdoba recibió un nuevo generador para el camión comando que utilizan para apagar los incendios, ya que el mismo fue robado la semana pasada cuando combatían las llamas en Villa Giardino.",2020-09-29,Reponen un generador a los bomberos que fue robado durante los incendios en Villa Giardino,La Voz,Provincial
"Los incendios activos están localizados en Santa Fe, Entre Ríos, Córdoba, Tucumán, Salta y San Luis. En total, son 11 las provincias afectadas por los incendios.",2020-09-29,"Se registran ""focos activos"" en seis provincias argentinas, informó el SNMF",Télam,Nacional
"El abogado de las familias, Javier Moral adelantó que en el juicio por incendio culposo seguido de muerte serán citados 17 exfuncionarios del Gobierno porteño, y pedirá que se incluya a Macri y a Rodríguez Larreta.",2020-09-29,Familiares de las víctimas de Iron Mountain pedirán que Macri sea incluido en el juicio,Télam,Nacional
"Estarían relaciodos a los focos en La Paisanita-Los Aromos, Agua de los Árboles y en Paso Viejo.
                                                            Un hombre de 56 años fue detenido en las últimas horas como presunto autor del inicio de un incendio en la localidad de Agua de los Árboles, en el departamento Minas.",2020-09-29,Ya son tres los detenidos por iniciar incendios en Córdoba,La Voz,Provincial
"CÓRDOBA.- En un año muy complicado para los incendios en esta provincia –se estima que ya hay entre 60.000 y 65.000 hectáreas dañadas por el fuego–, los bomberos están agotados. Se mueven de un punto a otro de la región porque los focos varían en cuestión de horas y trabajan a destajo. En las zonas más afectadas, los pobladores los aplauden y, para agradecerles, les acercan frutas o agua. Las mujeres en los cuerpos de voluntarios son muchas.",2020-09-29,"Córdoba: ""Vamos hacia adelante"", las historias de las bomberas que combaten los incendios forestales",La Nación,Nacional
"Más de 300 efectivos combatían las llamas, en una jornada en la que las condiciones impiden la salida de aviones hidrantes.",2020-09-29,Incendios en Córdoba: el viento agrava la situación mientras los bomberos combaten tres focos,Clarín,Nacional
"Luis Ataide, el referente provincial de Santiago del Estero ante el Sistema Federal del Manejo del Fuego,  informó que ""Este año está siendo muy malo en cuestión de incendios, porque no llueve y las condiciones climáticas no ayudan"".",2020-10-05,"Santiago del Estero con ""una de las temporadas más críticas"" de incendios",Télam,Nacional
El fuego continúa activo en las regiones de Río Cuarto y Cruz del Eje. Unos 500 efectivos se desplegan en las zonas afectadas. El humo de los focos del sur llegó a la ciudad de Córdoba.,2020-10-05,Incendios en el sur y en el norte de Córdoba; humo en la Capital,La Voz,Provincial
"El director de la Brigada de Incendios Forestales  de la provincia, Ezequiel Morales, aclaró que el incendio que afecta el parque por el momento ""está detenido"" por lo cual los brigadistas y bomberos pueden combatirlo.",2020-10-05,El fuego arrasó más de 210 hectáreas de bosques en la zona del Parque Nacional Calilegua,Télam,Nacional
"La Dirección de Evaluación de Impacto Ambiental realiza en monitoreo en tres estaciones. Se observa material particulado producto de los incendios, aunque no es peligroso para la salud, según aseguran.",2020-10-05,"Incendios: Córdoba capital, con el Índice de Calidad del Aire moderado",La Voz,Provincial
"Son los de la zona de Río Cuarto y de Cruz del Eje. El ministro Cabandié culpa la Justicia: ""El juez no resuelve y se excusa, es insólito"".",2020-10-05,"Incendios en Córdoba: con dos grandes focos aún activos, las lluvias no aparecen y el humo llegó a la capital provincial",Clarín,Nacional
"El ministro volvió a manifestar su preocupación por los focos activos en esa zona y por ""la falta de avances de la Justicia para determinar responsabilidades"".",2020-10-05,"Cabandié: ""Apagar un incendio en el Delta del Paraná cuesta 20 millones por día""",Télam,Nacional
"La Higuera, Cruz de Caña, Villa de Soto, La Candelaria  y Characato: son partes de los parajes del departamento Cruz del Eje afectados por el enorme incendio que lleva 14 días activo. El impacto sobre flora y fauna nativa, y en la producción rural, se agiganta. Bomberos, brigadistas y lugareños continúan trabajando. Incendios en el sur y norte de Córdoba, humo en la Capital. Fotos: gentileza Guillermo Galliano.",2020-10-05,En fotos: el impacto de los incendios en el noroeste cordobés,La Voz,Provincial
"La sequía se hace sentir en Villa Carlos Paz, en el valle de Punilla. La falta de lluvias es notoria. En pleno centro de la villa serrana, el río San Antonio luce seco casi por completo, publicó el El Doce. Larga sequía en Córdoba: baja el nivel de los diques y potencia los incendios, informe de La Voz que dimos a conocer en agosto pasado.",2020-10-05,Sequía histórica: las imágenes del río San Antonio en pleno Carlos Paz,La Voz,Provincial
"La sequía se hace sentir en Villa Carlos Paz, en el valle de Punilla. La falta de lluvias es notoria. En pleno centro de la villa serrana, el río San Antonio luce seco casi por completo. Mirá las imágenes que publicó El Doce. Larga sequía en Córdoba: baja el nivel de los diques y potencia los incendios, informe de La Voz que dimos a conocer en agosto pasado.",2020-10-05,Sequía: las imágenes del río San Antonio en pleno Carlos Paz,La Voz,Provincial
"CÓRDOBA.- Con la nueva ola de incendios que ya lleva dos semanas en la provincia de Córdoba, además de lo que ya viene ocurriendo desde hace tres meses, la Regional Córdoba del Instituto Nacional de Tecnología Agropecuaria (Inta) estimó que se quemaron alrededor de 191.000 hectáreas, una cifra ""récord de los últimos años"".",2020-10-05,"Fuego devastador: En solo tres meses, en Córdoba se quemaron 191.000 hectáreas",La Nación,Nacional
Son las cinco provincias más afectadas en la actualidad.,2020-10-05,"Córdoba, San Luis, Salta, Tucumán y Formosa luchan contra los incendios",Télam,Nacional
"Trabajan más de 200 bomberos en la zona de Achiras, Las Albahacas y El Chacay. Se trabaja arriba de la sierra y en Los Pinares, cerca de Huerta Vieja.",2020-10-05,Siguen los incendios en el sur provincial,La Voz,Provincial
"&amp;ldquo;Hoy, con 191 mil hectáreas quemadas, nos estamos aproximando al doble del registro de 2013&amp;rdquo;, que fue de 106 mil hectáreas y que se mantenía como el de mayor cifra de las últimas dos década"" manifesto el director de la Regional Córdoba del INTA.",2020-10-05,Más de 190 mil hectáreas quemadas por los incendios forestales en Córdoba,Télam,Nacional
"""Es importante destacar que hay varias situaciones que generan estos incendios, a veces es lo inmobiliario, otra lo agrícola ganadero y la imprudencia, pero nadie se le escapa que muchas veces es con intencionalidad"", destacó el ministro.",2020-10-05,"Cabandié afirmó que ""la Justicia tiene que actuar"" frente a los incendios",Télam,Nacional
"Entre el Valle de Punilla y Cruz del Eje, y también en los montes cercanos a las localidades de Achiras, Las Albahacas y Los Chañares.",2020-10-04,Incendios en Córdoba: sigue el combate contra el fuego en el noroeste y sur de la provincia,Clarín,Nacional
"El ministro de Producción y Ambiente local, Raúl Quintana se quejó que la prensa nacional solo mira lo que tiene cerca de la Capital Federal, y que de acuerdo a las mediciones con imágenes satelitales, el 42% de los focos se dieron en Formosa, ""y eso no tuvo prensa"", declaró",2020-10-04,El Gobierno de Insfrán asegura que el 42% de los incendios forestales fueron en Formosa,Télam,Nacional
El ministro de Medio Ambiente de la Nación dice que el 95% de los incendios que afectan a 11 provincias son intencionales y que detrás de las llamas están los agronegocios y el sector inmobiliario.,2020-10-04,"Juan Cabandié, sobre los incendios: ""Mucha gente se fue a vivir a los bosques y tiene que saber cómo prevenirse del fuego""",Clarín,Nacional
"Datos y debates para ayudar a entender el fenómeno.
                                                1. 2020, el peor: superará a 2009
                                                En la memoria del fuego, este año está a punto de quedar como el peor que recuerde Córdoba. En los últimos 20, desde que se lleva registro ordenado, sólo 2009 superaba hasta días atrás en superficie quemada a este 2020, al que le quedan tres meses (con pronósticos de lluvias por debajo del promedio histórico).",2020-10-04,Incendios sin control: 10 claves sobre por qué se nos quema Córdoba,La Voz,Provincial
"Desde principios de agosto hasta hoy, se han quemado 700.000 hectáreas en la provincia de Corrientes, dentro de esa cifra han sucumbido por las llamas 500.000 hectáreas de bosque nativo y han sido perjudicadas más de 10 localidades por los focos de incendios.",2020-10-03,Incendios. Impactantes imágenes de los animales muertos por el fuego en Corrientes,La Nación,Nacional
"Como consecuencia de los intensos e ininterrumpidos incendios que se vienen registrando desde hace dos semanas, Defensa Civil provincial activó el ""alerta roja"".",2020-10-03,"Con un foco principal en Cruz del Eje, se mantiene activo el fuego en Córdoba",Télam,Nacional
"Son diez los puntos en los que las llaman se mantienen activas, según se informó desde Defensa Civil.",2020-10-03,"Incendios en Córdoba: otra jornada complicada en la provincia, con un foco principal en Cruz del Eje",Clarín,Nacional
